panchayat_id,lgd_code,panchayat_name,block_name,district_name,station_id,date,forecast_issue_date,block_forecast_rainfall_mm,panchayat_latitude,panchayat_longitude,elevation_m,station_distance_km,lead_days,month,day_of_year,actual_rainfall_mm
1021,182613,Bijorse,Baglan,Nashik,Satana AWS,2026-09-04,2026-09-04,5.0,20.7511,74.1998,600,17.91,0,9,247,2.5
1022,182614,Bijote,Baglan,Nashik,Satana AWS,2026-09-04,2026-09-04,5.0,20.7802,74.0988,635,23.62,0,9,247,2.5
1023,182618,Bodhari,Baglan,Nashik,Satana AWS,2026-09-04,2026-09-04,5.0,20.7921,74.1255,625,23.77,0,9,247,2.5
1024,182620,Bordaivat,Baglan,Nashik,Satana AWS,2026-09-04,2026-09-04,5.0,20.7322,74.2211,595,15.96,0,9,247,2.5
1025,182619,Borhate Digar,Baglan,Nashik,Satana AWS,2026-09-04,2026-09-04,5.0,20.825,74.0244,650,31.88,0,9,247,2.5
1026,182621,Brahamangaon,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.6455,74.2811,575,10.46,0,9,246,1.4
1027,182622,Brahamangaon,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.6455,74.2811,575,10.46,0,9,246,1.4
1028,182623,Bundhate,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7611,74.2422,590,19.53,0,9,246,1.4
1029,182624,Chaphyachapada,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.8122,74.0011,665,32.23,0,9,246,1.4
1030,182626,Chaugaon,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.8211,74.2633,580,26.53,0,9,246,1.4
1031,182627,Chaundhane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7355,74.1122,630,18.58,0,9,246,1.4
1032,182625,Chirai,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.8118,74.3519,545,29.29,0,9,246,1.4
1033,182630,Daharane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.6588,74.1844,610,7.82,0,9,246,1.4
1034,182636,Dahindule,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7911,74.1922,605,22.38,0,9,246,1.4
1035,182629,Dangsoundane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7122,73.9455,670,29.76,0,9,246,1.4
1036,182631,Daregaon,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7011,74.2955,575,15.85,0,9,246,1.4
1037,182632,Daswel,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7588,74.3211,560,22.61,0,9,246,1.4
1038,182633,Deolane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.6311,74.3068,565,12.02,0,9,246,1.4
1039,182634,Devthan Digar,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7411,74.1522,620,17.52,0,9,246,1.4
1040,182635,Dhandri,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7122,74.1411,625,14.91,0,9,246,1.4
1041,276428,Dholbare,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7355,74.0822,645,20.3,0,9,246,1.4
1042,182637,Dongrej,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.8422,74.1588,615,28.37,0,9,246,1.4
1043,182628,Dyane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7541,74.2869,580,20.36,0,9,246,1.4
1044,182638,Ejamane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7811,74.0122,655,28.87,0,9,246,1.4
1045,182639,Golwad,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.8111,73.9916,675,32.78,0,9,246,1.4
1046,182640,Gorane,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.6722,74.1351,625,11.36,0,9,246,1.4
1047,182641,Jad,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7917,73.9933,665,31.07,0,9,246,1.4
1048,182644,Jaikheda,Baglan,Nashik,Jaikheda AWS,2026-09-03,2026-09-03,2.0,20.7921,74.2092,595,0.25,0,9,246,1.8
1049,182642,Jakhod,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.7811,74.2422,590,21.7,0,9,246,1.4
1050,182643,Jamoti,Baglan,Nashik,Satana AWS,2026-09-03,2026-09-03,2.0,20.8011,74.0322,655,29.25,0,9,246,1.4
1051,182645,Joran,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.8351,73.9522,690,37.51,0,9,245,1.4
1052,182646,Junenirpur,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7622,74.3011,570,21.85,0,9,245,1.4
1053,182698,Junishemli,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7255,73.9111,685,33.62,0,9,245,1.4
1054,182647,Kakadgaon,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6388,74.2544,585,7.84,0,9,245,1.4
1055,182650,Kandhane,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6256,74.1066,625,10.5,0,9,245,1.4
1056,182651,Kapaleshwar,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.8522,74.0811,640,31.67,0,9,245,1.4
1057,182652,Karanjad,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.8411,74.1022,630,29.72,0,9,245,1.4
1058,182653,Karanjkhede,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6088,74.2855,570,9.14,0,9,245,1.4
1059,182654,Karhe,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6511,74.3211,560,14.32,0,9,245,1.4
1060,182655,Katerwel,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7122,74.0622,645,19.75,0,9,245,1.4
1061,182656,Kelzar,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7688,73.9655,680,31.47,0,9,245,1.4
1062,182657,Kersane,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.696,74.1032,635,15.5,0,9,245,1.4
1063,182708,Khalche Tembe,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7822,74.3155,565,24.52,0,9,245,1.4
1064,182648,Khamlon,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7322,74.0155,660,24.87,0,9,245,1.4
1065,182649,Khamtane,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6016,74.1624,615,4.12,0,9,245,1.4
1066,182660,Khirmani,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.8011,74.0722,645,26.98,0,9,245,1.4
1067,182658,Kikwari Bu.,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6055,74.2311,585,3.67,0,9,245,1.4
1068,182659,Kikwari Kh.,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6122,74.2422,585,5.04,0,9,245,1.4
1069,182663,Kolipada,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7211,73.9211,680,32.47,0,9,245,1.4
1070,182662,Kotbel,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7822,73.9311,690,35.2,0,9,245,1.4
1071,182661,Kupkheda,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6211,74.2155,595,3.82,0,9,245,1.4
1072,182664,Ladud,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.7355,74.0522,650,22.32,0,9,245,1.4
1073,182665,Lakhamapur,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6551,74.2322,590,7.98,0,9,245,1.4
1074,182666,Mahad,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.6911,74.1122,630,14.49,0,9,245,1.4
1075,182667,Malegaon,Baglan,Nashik,Satana AWS,2026-09-02,2026-09-02,8.0,20.5576,74.5246,520,33.98,0,9,245,1.4
1076,182668,Malegaon,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.5576,74.5246,520,33.98,0,9,244,1.3
1077,182669,Malegaon,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.5576,74.5246,520,33.98,0,9,244,1.3
1078,182670,Maliwada,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6822,74.1855,610,10.36,0,9,244,1.3
1079,182674,Manjawad,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6522,74.0811,645,14.18,0,9,244,1.3
1080,182671,Manur,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7067,73.8827,710,35.47,0,9,244,1.3
1081,182672,Morane Sahebrao,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6722,74.1522,620,10.41,0,9,244,1.3
1082,182673,Morenagaon,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6655,74.1411,625,10.39,0,9,244,1.3
1083,182678,Morkure,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7411,74.1155,635,18.96,0,9,244,1.3
1084,182675,Mulane,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6322,74.2711,580,8.76,0,9,244,1.3
1085,182676,Mulher,Baglan,Nashik,Mulher Circle AWS,2026-09-01,2026-09-01,12.0,20.7822,74.0634,655,0.43,0,9,244,1.5
1086,182677,Mungase,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6211,74.2255,590,4.36,0,9,244,1.3
1087,182679,Nalkes,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7711,74.0255,665,27.11,0,9,244,1.3
1088,182680,Nampur,Baglan,Nashik,Nampur AWS,2026-09-01,2026-09-01,12.0,20.7295,74.3109,570,0.11,0,9,244,1.2
1089,182681,Nandin,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.851,74.2223,595,29.11,0,9,244,1.3
1090,182684,Navegaon,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7011,74.2822,575,15.03,0,9,244,1.3
1091,182682,Navenirpur,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7511,74.2922,575,20.32,0,9,244,1.3
1092,182683,Navishemli,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7188,73.9055,690,33.82,0,9,244,1.3
1093,182685,Nikwel,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.8122,74.1811,610,24.79,0,9,244,1.3
1094,182686,Nitane,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7451,74.1811,610,17.36,0,9,244,1.3
1095,182687,Parner,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6911,74.1222,630,13.85,0,9,244,1.3
1096,182688,Pathave Digar,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7455,74.1622,620,17.73,0,9,244,1.3
1097,182692,Phophir,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7611,74.1011,645,21.63,0,9,244,1.3
1098,182691,Pimpaldar,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.8022,74.1411,625,24.38,0,9,244,1.3
1099,182689,Pimpalkote,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.7322,73.9655,685,29.07,0,9,244,1.3
1100,182690,Pingalwade,Baglan,Nashik,Satana AWS,2026-09-01,2026-09-01,12.0,20.6655,74.2011,605,8.4,0,9,244,1.3
1101,182693,Ramtir,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.8122,74.2811,612,26.11,0,4,99,2.5
1102,182694,Ratir,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7922,74.0511,645,27.3,0,4,99,2.5
1103,182695,Sakode,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7011,74.2155,595,12.46,0,4,99,2.5
1104,182696,Salher,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7223,73.9454,710,30.3,0,4,99,2.5
1105,264998,Salvan,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7522,73.9211,705,34.16,0,4,99,2.5
1106,182697,Sarade,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6944,74.3355,560,18.26,0,4,99,2.5
1107,182699,Shevare,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6811,74.1955,605,10.14,0,4,99,2.5
1108,182701,Shripurwade,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6422,74.3411,560,15.79,0,4,99,2.5
1109,182700,Sompur,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6311,74.2922,580,10.63,0,4,99,2.5
1110,182702,Surane,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6425,74.3396,565,15.66,0,4,99,2.5
1111,182703,Taharabad,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.784,74.1387,625,22.49,0,4,99,2.5
1112,182704,Talwade Bu.,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.3976,74.7497,510,61.12,0,4,99,2.5
1113,182706,Talwade Di.,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.3976,74.7497,510,61.12,0,4,99,2.5
1114,182705,Tandulwadi,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7522,74.2544,590,18.9,0,4,99,2.5
1115,182707,Tarsali,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.8122,74.2211,605,24.8,0,4,99,2.5
1116,300332,Tatani,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7822,73.8911,745,38.59,0,4,99,2.5
1117,182709,Tembhe (Vare),Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7889,74.3302,570,25.93,0,4,99,2.5
1118,182710,Thengode,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6511,74.1922,605,6.84,0,4,99,2.5
1119,182711,Tilwan,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7211,74.2422,590,15.22,0,4,99,2.5
1120,182712,Tungan Digar,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7411,74.1222,630,18.65,0,4,99,2.5
1121,182713,Utrane,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.7643,74.2882,585,21.44,0,4,99,2.5
1122,182715,Vattar,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6822,74.2211,600,10.48,0,4,99,2.5
1123,182718,Vinchure,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.5911,74.1822,615,1.86,0,4,99,2.5
1124,182719,Virgaon,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6679,74.1424,620,10.53,0,4,99,2.5
1125,182720,Visapur,Baglan,Nashik,Satana AWS,2026-04-09,2026-04-09,5.0,20.6122,74.2655,585,7.25,0,4,99,2.5
1126,182714,Vonoli,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.7822,74.1122,635,23.24,0,3,68,1.4
1127,182721,Wadipisol,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.7911,74.0855,640,25.34,0,3,68,1.4
1128,182723,Waghale,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.6211,74.3011,580,11.08,0,3,68,1.4
1129,182722,Waghambe,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.743,73.9635,685,29.91,0,3,68,1.4
1130,182716,Wathode,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.6811,74.2522,590,11.49,0,3,68,1.4
1131,182717,Wayagaon,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.7111,74.2322,595,13.88,0,3,68,1.4
1132,182724,Yashwantnagar,Baglan,Nashik,Satana AWS,2026-03-09,2026-03-09,2.0,20.7211,74.1811,615,14.71,0,3,68,1.4
1133,182725,Adgon,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3522,74.0155,660,23.54,0,3,68,2.1
1134,182727,Ahirkhede,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.4122,74.0511,655,21.71,0,3,68,2.1
1135,182726,Asarkhede,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3811,73.9822,680,27.47,0,3,68,2.1
1136,182728,Bahaduri,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.2811,74.1011,640,15.47,0,3,68,2.1
1137,182729,Bhadane,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3211,74.1422,625,10.25,0,3,68,2.1
1138,182730,Bhatgaon,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3122,74.1811,615,6.45,0,3,68,2.1
1139,182731,Bhayale,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3455,74.0622,650,18.62,0,3,68,2.1
1140,182732,Bhoyegaon,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3911,74.1222,635,14.03,0,3,68,2.1
1141,182733,Bhutyane,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3722,73.9511,690,30.48,0,3,68,2.1
1142,182734,Bopane,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3622,74.0811,645,16.95,0,3,68,2.1
1143,182735,Borale,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3922,74.1522,625,11.47,0,3,68,2.1
1144,182737,Chikhalamthan,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.2511,74.0522,665,21.46,0,3,68,2.1
1145,182738,Chinchole,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3322,74.1111,635,13.44,0,3,68,2.1
1146,182739,Dahegaon,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3011,74.0922,640,15.74,0,3,68,2.1
1147,182740,Dahivad,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.4011,74.2011,620,8.89,0,3,68,2.1
1148,182741,Dahyane,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3273,73.99,685,26.07,0,3,68,2.1
1149,182742,Daregaon,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.3511,74.1322,630,11.48,0,3,68,2.1
1150,182743,Devargaon,Chandwad,Nashik,Chandwad AWS,2026-03-09,2026-03-09,3.5,20.2922,74.0411,670,21.16,0,3,68,2.1
1151,182744,Dhodambe,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3316,74.0596,665,18.81,0,2,40,15.0
1152,182745,Dhondgavhan,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.4042,74.2251,615,8.4,0,2,40,15.0
1153,182747,Dighwat,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.4181,74.3412,595,14.4,0,2,40,15.0
1154,182748,Dongaon,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3582,74.3125,590,8.18,0,2,40,15.0
1155,182749,Dongargaon,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3122,74.2855,605,5.14,0,2,40,15.0
1156,182746,Dudh Kheda,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3411,74.1522,630,9.24,0,2,40,15.0
1157,182750,Dugaon,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.2815,74.1855,625,7.83,0,2,40,15.0
1158,182751,Gangave,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.2911,74.2211,615,4.75,0,2,40,15.0
1159,182752,Ganur,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3222,74.2011,615,4.15,0,2,40,15.0
1160,182753,Goharan,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3011,74.1422,635,10.69,0,2,40,15.0
1161,182754,Harnul,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3422,74.2911,605,5.5,0,2,40,15.0
1162,182755,Hatti,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3522,74.2155,625,3.55,0,2,40,15.0
1163,182756,Hirapur,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.2192,74.1977,675,13.09,0,2,40,15.0
1164,182757,Hiwarkhed,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3811,74.3222,590,10.28,0,2,40,15.0
1165,182758,Jopul,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.1994,73.9064,715,37.71,0,2,40,15.0
1166,182759,Kaji Sangvi,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3322,74.1811,625,6.15,0,2,40,15.0
1167,182760,Kalamdare,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3111,74.0522,670,19.7,0,2,40,15.0
1168,182761,Kalkhode,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.2522,74.0811,660,18.69,0,2,40,15.0
1169,182762,Kanadgaon,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3922,74.2422,620,6.92,0,2,40,15.0
1170,182763,Kanmanda,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.4011,74.3122,600,10.92,0,2,40,15.0
1171,182764,Katarwadi,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3622,74.2611,615,4.2,0,2,40,15.0
1172,182765,Khadak Jam,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3411,74.1122,650,13.38,0,2,40,15.0
1173,182766,Khadakoze,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3555,74.2011,625,4.95,0,2,40,15.0
1174,182767,Kheldari,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.4011,74.3311,605,12.36,0,2,40,15.0
1175,182768,Kokankheda,Chandwad,Nashik,Chandwad AWS,2026-02-09,2026-02-09,10.0,20.3016,74.3374,605,10.64,0,2,40,15.0
1176,182769,Kundalgaon,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3122,74.3522,605,11.87,0,1,9,7.5
1177,182770,Malsane,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3222,74.1911,630,5.17,0,1,9,7.5
1178,182771,Mangrul,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3111,74.1222,645,12.46,0,1,9,7.5
1179,182772,Mesankhede,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3588,74.2822,610,5.44,0,1,9,7.5
1180,182773,Nandurtek,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3622,74.1011,655,14.92,0,1,9,7.5
1181,182774,Nanhave,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3011,74.0511,680,19.96,0,1,9,7.5
1182,182775,Narayangaon,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3711,74.1522,640,10.23,0,1,9,7.5
1183,182776,Nimbale,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3511,74.1111,655,13.64,0,1,9,7.5
1184,182777,Nimgavhan,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.3211,74.1611,640,8.29,0,1,9,7.5
1185,182778,Nimon,Chandwad,Nashik,Chandwad AWS,2026-01-09,2026-01-09,6.0,20.2822,74.1422,650,11.5,0,1,9,7.5
