panchayat_id,lgd_code,panchayat_name,block_name,district_name,latitude,longitude,elevation_m,date,forecast_issue_date,block_forecast_rainfall_mm,station_id,station_latitude,station_longitude,station_distance_km,actual_rainfall_mm,
1062,182657,Kersane,Baglan,Nashik,20.696,74.1032,635,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,15.6,1.4,
1063,182708,Khalche Tembe,Baglan,Nashik,20.7822,74.3155,565,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,24.3,1.4,
1064,182648,Khamlon,Baglan,Nashik,20.7322,74.0155,660,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,24.9,1.4,
1065,182649,Khamtane,Baglan,Nashik,20.6016,74.1624,615,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,4.1,1.4,
1066,182660,Khirmani,Baglan,Nashik,20.8011,74.0722,645,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,26.9,1.4,
1067,182658,Kikwari Bu.,Baglan,Nashik,20.6055,74.2311,585,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,3.7,1.4,
1068,182659,Kikwari Kh.,Baglan,Nashik,20.6122,74.2422,585,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,5,1.4,
1069,182663,Kolipada,Baglan,Nashik,20.7211,73.9211,680,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,32.5,1.4,
1070,182662,Kotbel,Baglan,Nashik,20.7822,73.9311,690,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,35.1,1.4,
1071,182661,Kupkheda,Baglan,Nashik,20.6211,74.2155,595,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,3.8,1.4,
1072,182664,Ladud,Baglan,Nashik,20.7355,74.0522,650,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,21.8,1.4,
1073,182665,Lakhamapur,Baglan,Nashik,20.6551,74.2322,590,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,7.9,1.4,
1074,182666,Mahad,Baglan,Nashik,20.6911,74.1122,630,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,14.5,1.4,
1075,182667,Malegaon,Baglan,Nashik,20.5576,74.5246,520,02-09-2026,02-09-2026,8,Satana AWS,20.59,74.2,34,1.4,
1076,182668,Malegaon,Baglan,Nashik,20.5576,74.5246,520,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,34,1.3,
1077,182669,Malegaon,Baglan,Nashik,20.5576,74.5246,520,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,34,1.3,
1078,182670,Maliwada,Baglan,Nashik,20.6822,74.1855,610,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,10.4,1.3,
1079,182674,Manjawad,Baglan,Nashik,20.6522,74.0811,645,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,14.2,1.3,
1080,182671,Manur,Baglan,Nashik,20.7067,73.8827,710,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,35.6,1.3,
1081,182672,Morane Sahebrao,Baglan,Nashik,20.6722,74.1522,620,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,10.4,1.3,
1082,182673,Morenagaon,Baglan,Nashik,20.6655,74.1411,625,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,10.4,1.3,
1083,182678,Morkure,Baglan,Nashik,20.7411,74.1155,635,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,19,1.3,
1084,182675,Mulane,Baglan,Nashik,20.6322,74.2711,580,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,8.8,1.3,
1085,182676,Mulher,Baglan,Nashik,20.7822,74.0634,655,01-09-2026,01-09-2026,12,Mulher Circle AWS,20.78,74.06,0.4,1.5,
1086,182677,Mungase,Baglan,Nashik,20.6211,74.2255,590,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,4.4,1.3,
1087,182679,Nalkes,Baglan,Nashik,20.7711,74.0255,665,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,27.2,1.3,
1088,182680,Nampur,Baglan,Nashik,20.7295,74.3109,570,01-09-2026,01-09-2026,12,Nampur AWS,20.73,74.31,0.1,1.2,
1089,182681,Nandin,Baglan,Nashik,20.851,74.2223,595,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,29.1,1.3,
1090,182684,Navegaon,Baglan,Nashik,20.7011,74.2822,575,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,15,1.3,
1091,182682,Navenirpur,Baglan,Nashik,20.7511,74.2922,575,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,20.2,1.3,
1092,182683,Navishemli,Baglan,Nashik,20.7188,73.9055,690,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,34,1.3,
1093,182685,Nikwel,Baglan,Nashik,20.8122,74.1811,610,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,24.8,1.3,
1094,182686,Nitane,Baglan,Nashik,20.7451,74.1811,610,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,17.3,1.3,
1095,182687,Parner,Baglan,Nashik,20.6911,74.1222,630,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,13.9,1.3,
1096,182688,Pathave Digar,Baglan,Nashik,20.7455,74.1622,620,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,17.8,1.3,
1097,182692,Phophir,Baglan,Nashik,20.7611,74.1011,645,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,21.6,1.3,
1098,182691,Pimpaldar,Baglan,Nashik,20.8022,74.1411,625,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,24.3,1.3,
1099,182689,Pimpalkote,Baglan,Nashik,20.7322,73.9655,685,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,29.3,1.3,
1100,182690,Pingalwade,Baglan,Nashik,20.6655,74.2011,605,01-09-2026,01-09-2026,12,Satana AWS,20.59,74.2,8.4,1.3,
1101,182693,Ramtir,Baglan,Nashik,20.8122,74.2811,612,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,26.1,2.5,
1102,182694,Ratir,Baglan,Nashik,20.7922,74.0511,645,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,27.5,2.5,
1103,182695,Sakode,Baglan,Nashik,20.7011,74.2155,595,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,12.5,2.5,
1104,182696,Salher,Baglan,Nashik,20.7223,73.9454,710,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,30.7,2.5,
1105,264998,Salvan,Baglan,Nashik,20.7522,73.9211,705,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,34.1,2.5,
1106,182697,Sarade,Baglan,Nashik,20.6944,74.3355,560,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,18.2,2.5,
1107,182699,Shevare,Baglan,Nashik,20.6811,74.1955,605,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,10.1,2.5,
1108,182701,Shripurwade,Baglan,Nashik,20.6422,74.3411,560,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,15.8,2.5,
1109,182700,Sompur,Baglan,Nashik,20.6311,74.2922,580,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,10.7,2.5,
1110,182702,Surane,Baglan,Nashik,20.6425,74.3396,565,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,15.7,2.5,
1111,182703,Taharabad,Baglan,Nashik,20.784,74.1387,625,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,22.5,2.5,
1112,182704,Talwade Bu.,Baglan,Nashik,20.3976,74.7497,510,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,60.5,2.5,
1113,182706,Talwade Di.,Baglan,Nashik,20.3976,74.7497,510,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,60.5,2.5,
1114,182705,Tandulwadi,Baglan,Nashik,20.7522,74.2544,590,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,18.9,2.5,
1115,182707,Tarsali,Baglan,Nashik,20.8122,74.2211,605,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,24.8,2.5,
1116,300332,Tatani,Baglan,Nashik,20.7822,73.8911,745,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,38.8,2.5,
1117,182709,Tembhe (Vare),Baglan,Nashik,20.7889,74.3302,570,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,25.8,2.5,
1118,182710,Thengode,Baglan,Nashik,20.6511,74.1922,605,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,6.8,2.5,
1119,182711,Tilwan,Baglan,Nashik,20.7211,74.2422,590,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,15.2,2.5,
1120,182712,Tungan Digar,Baglan,Nashik,20.7411,74.1222,630,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,18.7,2.5,
1121,182713,Utrane,Baglan,Nashik,20.7643,74.2882,585,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,21.6,2.5,
1122,182715,Vattar,Baglan,Nashik,20.6822,74.2211,600,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,10.4,2.5,
1123,182718,Vinchure,Baglan,Nashik,20.5911,74.1822,615,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,1.8,2.5,
1124,182719,Virgaon,Baglan,Nashik,20.6679,74.1424,620,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,10.6,2.5,
1125,182720,Visapur,Baglan,Nashik,20.6122,74.2655,585,09-04-2026,09-04-2026,5,Satana AWS,20.59,74.2,7.3,2.5,
1126,182714,Vonoli,Baglan,Nashik,20.7822,74.1122,635,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,23.3,1.4,
1127,182721,Wadipisol,Baglan,Nashik,20.7911,74.0855,640,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,25.3,1.4,
1128,182723,Waghale,Baglan,Nashik,20.6211,74.3011,580,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,11.1,1.4,
1129,182722,Waghambe,Baglan,Nashik,20.743,73.9635,685,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,29.5,1.4,
1130,182716,Wathode,Baglan,Nashik,20.6811,74.2522,590,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,11.5,1.4,
1131,182717,Wayagaon,Baglan,Nashik,20.7111,74.2322,595,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,13.9,1.4,
1132,182724,Yashwantnagar,Baglan,Nashik,20.7211,74.1811,615,09-03-2026,09-03-2026,2,Satana AWS,20.59,74.2,14.7,1.4,
1133,182725,Adgon,Chandwad,Nashik,20.3522,74.0155,660,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,23.5,2.1,
1134,182727,Ahirkhede,Chandwad,Nashik,20.4122,74.0511,655,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,21.7,2.1,
1135,182726,Asarkhede,Chandwad,Nashik,20.3811,73.9822,680,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,27.5,2.1,
1136,182728,Bahaduri,Chandwad,Nashik,20.2811,74.1011,640,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,15.5,2.1,
1137,182729,Bhadane,Chandwad,Nashik,20.3211,74.1422,625,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,10.2,2.1,
1138,182730,Bhatgaon,Chandwad,Nashik,20.3122,74.1811,615,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,6.4,2.1,
1139,182731,Bhayale,Chandwad,Nashik,20.3455,74.0622,650,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,18.6,2.1,
1140,182732,Bhoyegaon,Chandwad,Nashik,20.3911,74.1222,635,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,14,2.1,
1141,182733,Bhutyane,Chandwad,Nashik,20.3722,73.9511,690,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,30.5,2.1,
1142,182734,Bopane,Chandwad,Nashik,20.3622,74.0811,645,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,16.9,2.1,
1143,182735,Borale,Chandwad,Nashik,20.3922,74.1522,625,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,11.4,2.1,
1144,182737,Chikhalamthan,Chandwad,Nashik,20.2511,74.0522,665,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,21.4,2.1,
1145,182738,Chinchole,Chandwad,Nashik,20.3322,74.1111,635,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,13.4,2.1,
1146,182739,Dahegaon,Chandwad,Nashik,20.3011,74.0922,640,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,15.7,2.1,
1147,182740,Dahivad,Chandwad,Nashik,20.4011,74.2011,620,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,8.9,2.1,
1148,182741,Dahyane,Chandwad,Nashik,20.3273,73.99,685,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,26.1,2.1,
1149,182742,Daregaon,Chandwad,Nashik,20.3511,74.1322,630,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,11.5,2.1,
1150,182743,Devargaon,Chandwad,Nashik,20.2922,74.0411,670,09-03-2026,09-03-2026,3.5,Chandwad AWS,20.33,74.24,21.2,2.1,
1151,182744,Dhodambe,Chandwad,Nashik,20.3316,74.0596,665,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,18.8,15,
1152,182745,Dhondgavhan,Chandwad,Nashik,20.4042,74.2251,615,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,8.4,15,
1153,182747,Dighwat,Chandwad,Nashik,20.4181,74.3412,595,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,14.4,15,
1154,182748,Dongaon,Chandwad,Nashik,20.3582,74.3125,590,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,8.2,15,
1155,182749,Dongargaon,Chandwad,Nashik,20.3122,74.2855,605,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,5.1,15,
1156,182746,Dudh Kheda,Chandwad,Nashik,20.3411,74.1522,630,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,9.2,15,
1157,182750,Dugaon,Chandwad,Nashik,20.2815,74.1855,625,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,7.8,15,
1158,182751,Gangave,Chandwad,Nashik,20.2911,74.2211,615,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,4.7,15,
1159,182752,Ganur,Chandwad,Nashik,20.3222,74.2011,615,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,4.1,15,
1160,182753,Goharan,Chandwad,Nashik,20.3011,74.1422,635,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,10.6,15,
1161,182754,Harnul,Chandwad,Nashik,20.3422,74.2911,605,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,5.5,15,
1162,182755,Hatti,Chandwad,Nashik,20.3522,74.2155,625,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,3.5,15,
1163,182756,Hirapur,Chandwad,Nashik,20.2192,74.1977,675,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,13,15,
1164,182757,Hiwarkhed,Chandwad,Nashik,20.3811,74.3222,590,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,10.3,15,
1165,182758,Jopul,Chandwad,Nashik,20.1994,73.9064,715,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,37.5,15,
1166,182759,Kaji Sangvi,Chandwad,Nashik,20.3322,74.1811,625,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,6.1,15,
1167,182760,Kalamdare,Chandwad,Nashik,20.3111,74.0522,670,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,19.6,15,
1168,182761,Kalkhode,Chandwad,Nashik,20.2522,74.0811,660,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,18.8,15,
1169,182762,Kanadgaon,Chandwad,Nashik,20.3922,74.2422,620,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,6.9,15,
1170,182763,Kanmanda,Chandwad,Nashik,20.4011,74.3122,600,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,10.8,15,
1171,182764,Katarwadi,Chandwad,Nashik,20.3622,74.2611,615,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,4.2,15,
1172,182765,Khadak Jam,Chandwad,Nashik,20.3411,74.1122,650,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,13.4,15,
1173,182766,Khadakoze,Chandwad,Nashik,20.3555,74.2011,625,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,5,15,
1174,182767,Kheldari,Chandwad,Nashik,20.4011,74.3311,605,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,12.3,15,
1175,182768,Kokankheda,Chandwad,Nashik,20.3016,74.3374,605,09-02-2026,09-02-2026,10,Chandwad AWS,20.33,74.24,10.6,15,
1176,182769,Kundalgaon,Chandwad,Nashik,20.3122,74.3522,605,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,11.8,7.5,
1177,182770,Malsane,Chandwad,Nashik,20.3222,74.1911,630,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,5.2,7.5,
1178,182771,Mangrul,Chandwad,Nashik,20.3111,74.1222,645,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,12.5,7.5,
1179,182772,Mesankhede,Chandwad,Nashik,20.3588,74.2822,610,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,5.5,7.5,
1180,182773,Nandurtek,Chandwad,Nashik,20.3622,74.1011,655,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,14.9,7.5,
1181,182774,Nanhave,Chandwad,Nashik,20.3011,74.0511,680,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,20,7.5,
1182,182775,Narayangaon,Chandwad,Nashik,20.3711,74.1522,640,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,10.4,7.5,
1183,182776,Nimbale,Chandwad,Nashik,20.3511,74.1111,655,09-01-2026,09-01-2026,6,Chandwad AWS,20.33,74.24,13.6,7.5,
